IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.4.227,443,443,true,FRA,Europe,Frankfurt,277,4.77
34.141.36.146,443,443,true,FRA,Europe,Frankfurt,249,4.77
34.154.16.88,443,443,true,FRA,Europe,Frankfurt,258,4.77
34.65.84.1,443,443,true,FRA,Europe,Frankfurt,257,4.76
34.65.175.149,443,443,true,FRA,Europe,Frankfurt,255,4.75
34.89.248.175,443,443,true,FRA,Europe,Frankfurt,278,4.75
34.65.167.153,443,443,true,FRA,Europe,Frankfurt,267,4.73
34.65.157.21,443,443,true,FRA,Europe,Frankfurt,252,4.73
34.65.89.127,443,443,true,FRA,Europe,Frankfurt,254,4.72
34.90.91.229,443,443,true,FRA,Europe,Frankfurt,257,4.71
34.34.21.120,443,443,true,FRA,Europe,Frankfurt,266,4.69
34.65.45.164,443,443,true,FRA,Europe,Frankfurt,255,4.68
34.154.143.101,443,443,true,FRA,Europe,Frankfurt,271,4.68
34.154.93.78,443,443,true,FRA,Europe,Frankfurt,252,4.68
34.65.23.76,443,443,true,FRA,Europe,Frankfurt,270,4.66
34.65.173.251,443,443,true,FRA,Europe,Frankfurt,264,4.66
34.118.99.214,443,443,true,FRA,Europe,Frankfurt,266,4.66
34.118.123.8,443,443,true,FRA,Europe,Frankfurt,271,4.66
35.204.89.222,443,443,true,FRA,Europe,Frankfurt,262,4.65
34.65.26.169,443,443,true,FRA,Europe,Frankfurt,266,4.65
34.118.3.82,443,443,true,FRA,Europe,Frankfurt,274,4.64
34.32.159.218,443,443,true,FRA,Europe,Frankfurt,274,4.63
34.65.5.240,443,443,true,FRA,Europe,Frankfurt,271,4.63
34.107.12.181,443,443,true,FRA,Europe,Frankfurt,321,4.62
34.118.5.104,443,443,true,FRA,Europe,Frankfurt,266,4.61
34.65.84.1,443,443,true,FRA,Europe,Frankfurt,277,4.60
34.65.89.127,443,443,true,FRA,Europe,Frankfurt,281,4.60
34.65.84.1,443,443,true,FRA,Europe,Frankfurt,287,4.59
34.32.153.143,443,443,true,FRA,Europe,Frankfurt,294,4.59
34.116.248.5,443,443,true,FRA,Europe,Frankfurt,266,4.58
34.65.81.183,443,443,true,FRA,Europe,Frankfurt,250,4.58
34.65.5.240,443,443,true,FRA,Europe,Frankfurt,289,4.58
34.91.231.89,443,443,true,FRA,Europe,Frankfurt,272,4.57
35.204.43.70,443,443,true,FRA,Europe,Frankfurt,256,4.57
34.32.153.28,443,443,true,FRA,Europe,Frankfurt,299,4.56
34.154.189.64,443,443,true,FRA,Europe,Frankfurt,275,4.56
34.154.209.200,443,443,true,AMS,Europe,Amsterdam,270,4.55
34.65.157.21,443,443,true,FRA,Europe,Frankfurt,286,4.55
34.147.75.26,443,443,true,FRA,Europe,Frankfurt,273,4.55
34.116.254.119,443,443,true,FRA,Europe,Frankfurt,369,4.54
34.116.171.235,443,443,true,FRA,Europe,Frankfurt,359,4.53
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,254,4.51
34.116.129.250,443,443,true,FRA,Europe,Frankfurt,394,4.51
34.118.121.61,443,443,true,FRA,Europe,Frankfurt,276,4.49
34.118.50.15,443,443,true,FRA,Europe,Frankfurt,284,4.48
34.65.241.107,443,443,true,FRA,Europe,Frankfurt,256,4.47
34.154.27.72,443,443,true,FRA,Europe,Frankfurt,277,4.46
34.91.55.37,443,443,true,FRA,Europe,Frankfurt,258,4.46
34.91.69.203,443,443,true,FRA,Europe,Frankfurt,264,4.45
34.65.130.191,443,443,true,FRA,Europe,Frankfurt,265,4.44
34.65.189.218,443,443,true,FRA,Europe,Frankfurt,264,4.44
34.65.163.181,443,443,true,FRA,Europe,Frankfurt,279,4.43
35.204.90.215,443,443,true,FRA,Europe,Frankfurt,313,4.43
34.65.13.8,443,443,true,FRA,Europe,Frankfurt,259,4.43
34.65.173.251,443,443,true,FRA,Europe,Frankfurt,257,4.42
34.154.237.3,443,443,true,FRA,Europe,Frankfurt,279,4.42
34.32.174.17,443,443,true,FRA,Europe,Frankfurt,270,4.42
34.118.68.230,443,443,true,FRA,Europe,Frankfurt,376,4.41
34.116.252.47,443,443,true,FRA,Europe,Frankfurt,326,4.41
34.118.71.179,443,443,true,FRA,Europe,Frankfurt,316,4.37
34.116.240.209,443,443,true,FRA,Europe,Frankfurt,340,4.37
34.65.45.164,443,443,true,FRA,Europe,Frankfurt,249,4.32
34.116.241.27,443,443,true,FRA,Europe,Frankfurt,273,4.31
35.204.230.15,443,443,true,FRA,Europe,Frankfurt,265,4.30
34.65.23.76,443,443,true,FRA,Europe,Frankfurt,252,4.30
34.116.233.234,443,443,true,FRA,Europe,Frankfurt,267,4.29
34.118.20.188,443,443,true,FRA,Europe,Frankfurt,319,4.26
34.118.78.159,443,443,true,FRA,Europe,Frankfurt,350,4.25
34.65.6.31,443,443,true,FRA,Europe,Frankfurt,251,4.23
34.89.250.77,443,443,true,FRA,Europe,Frankfurt,258,4.22
34.116.214.20,443,443,true,FRA,Europe,Frankfurt,296,4.18
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,305,4.17
34.65.170.148,443,443,true,FRA,Europe,Frankfurt,284,4.16
34.118.68.230,443,443,true,FRA,Europe,Frankfurt,322,4.14
34.89.152.161,443,443,true,FRA,Europe,Frankfurt,275,4.06
34.116.148.173,443,443,true,FRA,Europe,Frankfurt,305,4.03
34.116.131.175,443,443,true,FRA,Europe,Frankfurt,273,4.03
34.154.211.195,443,443,true,FRA,Europe,Frankfurt,254,3.99
34.116.189.98,443,443,true,FRA,Europe,Frankfurt,269,3.97
35.204.71.150,443,443,true,FRA,Europe,Frankfurt,318,3.90
34.65.89.127,443,443,true,FRA,Europe,Frankfurt,256,3.86
34.118.27.184,443,443,true,FRA,Europe,Frankfurt,291,3.84
34.118.95.240,443,443,true,FRA,Europe,Frankfurt,312,3.80
34.34.50.184,443,443,true,FRA,Europe,Frankfurt,263,3.79
34.116.248.5,443,443,true,FRA,Europe,Frankfurt,315,3.78
34.118.41.156,443,443,true,FRA,Europe,Frankfurt,356,3.77
34.116.203.148,443,443,true,FRA,Europe,Frankfurt,355,3.76
34.118.116.9,443,443,true,FRA,Europe,Frankfurt,302,3.74
34.116.253.136,443,443,true,FRA,Europe,Frankfurt,348,3.71
34.116.180.92,443,443,true,FRA,Europe,Frankfurt,282,3.68
34.118.17.47,443,443,true,FRA,Europe,Frankfurt,278,3.68
34.65.23.76,443,443,true,FRA,Europe,Frankfurt,254,3.67
34.107.117.187,443,443,true,FRA,Europe,Frankfurt,299,3.67
34.105.189.25,443,443,true,LHR,Europe,London,205,3.67
34.65.163.181,443,443,true,FRA,Europe,Frankfurt,255,3.64
34.116.180.92,443,443,true,FRA,Europe,Frankfurt,338,3.62
34.118.21.204,443,443,true,FRA,Europe,Frankfurt,406,3.59
34.65.43.5,443,443,true,FRA,Europe,Frankfurt,264,3.56
34.107.1.24,443,443,true,FRA,Europe,Frankfurt,311,3.56
34.118.101.112,443,443,true,FRA,Europe,Frankfurt,308,3.54
34.65.19.61,443,443,true,FRA,Europe,Frankfurt,256,3.50
34.107.122.127,443,443,true,FRA,Europe,Frankfurt,324,3.50
34.105.140.105,443,443,true,LHR,Europe,London,200,3.46
34.107.1.24,443,443,true,FRA,Europe,Frankfurt,266,3.43
34.116.236.193,443,443,true,FRA,Europe,Frankfurt,379,3.40
34.107.54.115,443,443,true,FRA,Europe,Frankfurt,266,3.39
34.118.116.9,443,443,true,FRA,Europe,Frankfurt,287,3.32
34.116.254.119,443,443,true,FRA,Europe,Frankfurt,307,3.24
34.107.12.181,443,443,true,FRA,Europe,Frankfurt,292,3.24
34.118.86.234,443,443,true,FRA,Europe,Frankfurt,305,3.20
34.116.128.185,443,443,true,FRA,Europe,Frankfurt,315,3.19
34.118.69.245,443,443,true,FRA,Europe,Frankfurt,273,3.19
34.116.171.221,443,443,true,FRA,Europe,Frankfurt,286,3.15
34.118.117.246,443,443,true,FRA,Europe,Frankfurt,317,3.11
34.107.117.187,443,443,true,FRA,Europe,Frankfurt,256,3.03
34.116.236.193,443,443,true,FRA,Europe,Frankfurt,272,2.99
34.116.186.105,443,443,true,FRA,Europe,Frankfurt,295,2.92
34.116.149.54,443,443,true,FRA,Europe,Frankfurt,304,2.88
34.118.75.249,443,443,true,FRA,Europe,Frankfurt,328,2.84
34.118.127.11,443,443,true,FRA,Europe,Frankfurt,272,2.83
34.90.137.139,443,443,true,FRA,Europe,Frankfurt,283,2.81
34.118.91.186,443,443,true,FRA,Europe,Frankfurt,278,2.76
34.107.54.115,443,443,true,FRA,Europe,Frankfurt,284,2.74
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,290,2.73
34.116.189.137,443,443,true,FRA,Europe,Frankfurt,275,2.72
34.116.167.198,443,443,true,FRA,Europe,Frankfurt,340,2.69
34.118.1.108,443,443,true,FRA,Europe,Frankfurt,348,2.68
34.116.171.235,443,443,true,FRA,Europe,Frankfurt,304,2.66
34.118.17.76,443,443,true,FRA,Europe,Frankfurt,306,2.62
34.116.233.181,443,443,true,FRA,Europe,Frankfurt,279,2.42
34.118.21.204,443,443,true,FRA,Europe,Frankfurt,294,2.41
34.118.71.179,443,443,true,FRA,Europe,Frankfurt,281,2.40
34.116.252.47,443,443,true,FRA,Europe,Frankfurt,266,2.30
34.116.191.111,443,443,true,FRA,Europe,Frankfurt,379,2.21
34.118.0.250,443,443,true,FRA,Europe,Frankfurt,328,2.15
34.118.109.211,443,443,true,FRA,Europe,Frankfurt,317,2.06
34.107.25.251,443,443,true,FRA,Europe,Frankfurt,301,2.01
34.116.255.222,443,443,true,FRA,Europe,Frankfurt,325,2.00
34.116.238.49,443,443,true,FRA,Europe,Frankfurt,299,1.99
34.118.17.210,443,443,true,FRA,Europe,Frankfurt,297,1.95
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,321,1.93
34.107.119.161,443,443,true,FRA,Europe,Frankfurt,332,1.91
34.159.180.192,443,443,true,FRA,Europe,Frankfurt,312,1.90
34.116.238.49,443,443,true,FRA,Europe,Frankfurt,282,1.90
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,273,1.90
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,359,1.77
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,50,1.75
34.118.50.15,443,443,true,FRA,Europe,Frankfurt,321,1.73
34.118.11.255,443,443,true,FRA,Europe,Frankfurt,314,1.63
34.116.167.166,443,443,true,FRA,Europe,Frankfurt,326,1.62
34.118.110.180,443,443,true,FRA,Europe,Frankfurt,276,1.60
34.118.20.188,443,443,true,FRA,Europe,Frankfurt,266,1.59
34.89.142.227,443,443,true,FRA,Europe,Frankfurt,346,1.58
34.118.17.210,443,443,true,FRA,Europe,Frankfurt,333,1.54
34.118.108.112,443,443,true,FRA,Europe,Frankfurt,286,1.54
34.116.128.185,443,443,true,FRA,Europe,Frankfurt,381,1.49
34.118.102.129,443,443,true,FRA,Europe,Frankfurt,282,1.48
34.118.6.115,443,443,true,FRA,Europe,Frankfurt,272,1.47
34.116.189.137,443,443,true,FRA,Europe,Frankfurt,350,1.46
34.116.214.20,443,443,true,FRA,Europe,Frankfurt,341,1.44
34.65.170.148,443,443,true,FRA,Europe,Frankfurt,259,1.43
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,345,1.37
34.116.233.181,443,443,true,FRA,Europe,Frankfurt,367,1.32
34.107.79.216,443,443,true,FRA,Europe,Frankfurt,329,1.31
34.116.159.174,443,443,true,FRA,Europe,Frankfurt,393,1.18
35.246.216.206,443,443,true,FRA,Europe,Frankfurt,283,1.17
34.159.209.203,443,443,true,FRA,Europe,Frankfurt,313,1.16
34.116.207.191,443,443,true,FRA,Europe,Frankfurt,324,1.13
34.118.108.19,443,443,true,FRA,Europe,Frankfurt,271,1.12
34.107.79.216,443,443,true,FRA,Europe,Frankfurt,339,1.07
34.65.43.234,443,443,true,FRA,Europe,Frankfurt,303,1.06
34.118.10.54,443,443,true,FRA,Europe,Frankfurt,276,1.01
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,273,1.00
34.118.25.40,443,443,true,FRA,Europe,Frankfurt,331,0.93
34.118.58.9,443,443,true,FRA,Europe,Frankfurt,357,0.92
34.116.204.182,443,443,true,FRA,Europe,Frankfurt,363,0.92
34.116.186.105,443,443,true,FRA,Europe,Frankfurt,364,0.87
34.118.17.244,443,443,true,FRA,Europe,Frankfurt,398,0.86
34.118.37.122,443,443,true,FRA,Europe,Frankfurt,287,0.85
34.116.147.55,443,443,true,FRA,Europe,Frankfurt,326,0.84
34.116.214.18,443,443,true,FRA,Europe,Frankfurt,335,0.83
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,329,0.82
34.118.4.227,443,443,true,FRA,Europe,Frankfurt,338,0.80
34.116.149.54,443,443,true,FRA,Europe,Frankfurt,367,0.79
34.65.41.222,443,443,true,FRA,Europe,Frankfurt,307,0.73
34.118.51.76,443,443,true,FRA,Europe,Frankfurt,298,0.70
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,270,0.69
34.116.241.27,443,443,true,FRA,Europe,Frankfurt,364,0.67
34.118.99.214,443,443,true,FRA,Europe,Frankfurt,303,0.64
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,175,0.63
34.118.51.76,443,443,true,FRA,Europe,Frankfurt,322,0.62
34.118.109.157,443,443,true,FRA,Europe,Frankfurt,270,0.52
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,221,0.44
34.118.28.145,443,443,true,FRA,Europe,Frankfurt,285,0.37
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,362,0.35
34.154.157.176,443,443,true,FRA,Europe,Frankfurt,296,0.32
34.154.134.18,443,443,true,FRA,Europe,Frankfurt,312,0.29
34.154.148.56,443,443,true,FRA,Europe,Frankfurt,298,0.25
34.89.142.227,443,443,true,FRA,Europe,Frankfurt,276,0.23
34.91.85.71,443,443,true,FRA,Europe,Frankfurt,275,0.22
34.118.46.218,443,443,true,FRA,Europe,Frankfurt,376,0.19
34.118.75.59,443,443,true,FRA,Europe,Frankfurt,310,0.17
34.107.14.208,443,443,true,FRA,Europe,Frankfurt,363,0.17
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,336,0.16
34.90.93.252,443,443,true,FRA,Europe,Frankfurt,309,0.16
34.116.149.118,443,443,true,FRA,Europe,Frankfurt,327,0.15
34.159.146.212,443,443,true,FRA,Europe,Frankfurt,307,0.14
34.91.12.206,443,443,true,FRA,Europe,Frankfurt,266,0.13
35.198.133.80,443,443,true,FRA,Europe,Frankfurt,296,0.13
34.34.32.175,443,443,true,FRA,Europe,Frankfurt,303,0.13
34.118.28.145,443,443,true,FRA,Europe,Frankfurt,355,0.13
34.154.19.251,443,443,true,FRA,Europe,Frankfurt,289,0.11
34.91.177.185,443,443,true,FRA,Europe,Frankfurt,298,0.10
35.246.231.107,443,443,true,FRA,Europe,Frankfurt,304,0.10
34.116.222.152,443,443,true,FRA,Europe,Frankfurt,309,0.09
34.91.12.206,443,443,true,FRA,Europe,Frankfurt,299,0.09
34.154.135.136,443,443,true,FRA,Europe,Frankfurt,266,0.08
34.118.46.218,443,443,true,FRA,Europe,Frankfurt,312,0.07
34.116.253.183,443,443,true,FRA,Europe,Frankfurt,310,0.07
34.89.248.175,443,443,true,FRA,Europe,Frankfurt,271,0.07
34.116.159.174,443,443,true,FRA,Europe,Frankfurt,284,0.07
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,379,0.06
34.116.211.185,443,443,true,FRA,Europe,Frankfurt,313,0.06
34.116.217.100,443,443,true,FRA,Europe,Frankfurt,348,0.06
34.154.252.186,443,443,true,FRA,Europe,Frankfurt,282,0.05
34.118.123.8,443,443,true,FRA,Europe,Frankfurt,314,0.05
34.89.233.207,443,443,true,FRA,Europe,Frankfurt,285,0.04
34.141.139.242,443,443,true,FRA,Europe,Frankfurt,360,0.02
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,4,0.00
34.110.234.120,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
34.110.227.66,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,19,0.00
34.110.227.66,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
34.120.58.14,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
34.49.212.232,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
35.244.181.58,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,40,0.00
34.120.58.14,80,80,false,SIN,Asia Pacific,Singapore,44,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,Singapore,47,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,50,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,60,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,64,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,64,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,70,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,75,0.00
34.97.218.204,8443,443,true,KIX,Asia Pacific,Osaka,81,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,81,0.00
34.64.94.216,80,80,false,ICN,Asia Pacific,Seoul,88,0.00
34.165.221.146,443,80,false,MRS,Europe,Marseille,151,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
35.247.124.181,80,80,false,SEA,North America,Seattle,156,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,157,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,157,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,157,0.00
34.82.48.25,443,80,false,SEA,North America,Seattle,157,0.00
34.165.221.146,443,80,false,MRS,Europe,Marseille,157,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,158,0.00
34.82.48.25,80,80,false,SEA,North America,Seattle,158,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,160,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,161,0.00
35.236.55.171,443,443,true,LAX,North America,Los Angeles,170,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,176,0.00
34.102.111.127,80,80,false,LAX,North America,Los Angeles,178,0.00
34.175.133.251,2086,80,false,MAD,Europe,Madrid,188,0.00
34.175.7.231,2053,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2052,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2053,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2082,80,false,MAD,Europe,Madrid,189,0.00
34.175.133.251,2053,80,false,MAD,Europe,Madrid,189,0.00
34.175.143.15,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2052,80,false,MAD,Europe,Madrid,189,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2096,80,false,MAD,Europe,Madrid,190,0.00
34.175.133.251,2083,80,false,MAD,Europe,Madrid,190,0.00
34.175.7.231,2052,80,false,MAD,Europe,Madrid,190,0.00
34.175.99.73,2052,80,false,MAD,Europe,Madrid,190,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,190,0.00
34.175.95.58,2087,80,false,MAD,Europe,Madrid,191,0.00
34.175.99.73,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.7.231,2082,80,false,MAD,Europe,Madrid,191,0.00
34.175.7.231,2087,80,false,MAD,Europe,Madrid,192,0.00
34.175.99.73,2096,80,false,MAD,Europe,Madrid,192,0.00
34.140.239.154,2053,80,false,CDG,Europe,Paris,195,0.00
34.140.239.154,2086,80,false,CDG,Europe,Paris,196,0.00
34.175.99.73,2086,80,false,MAD,Europe,Madrid,196,0.00
34.140.239.154,2087,80,false,CDG,Europe,Paris,196,0.00
34.175.95.58,2096,80,false,MAD,Europe,Madrid,196,0.00
34.175.133.251,2087,80,false,MAD,Europe,Madrid,197,0.00
35.187.41.171,2083,80,false,CDG,Europe,Paris,197,0.00
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,197,0.00
34.140.239.154,2096,80,false,CDG,Europe,Paris,197,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,198,0.00
35.187.41.171,2087,80,false,CDG,Europe,Paris,198,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,198,0.00
